Account|UID|JobID|JobName|State|Start|End|
rrg-bengioy-ad_gpu||20677161.batch|batch|FAILED|2021-06-06T03:24:19|2021-06-08T02:18:57|
rrg-bengioy-ad_gpu||20677161.extern|extern|COMPLETED|2021-06-06T03:24:19|2021-06-08T02:18:57|
rrg-bengioy-ad_gpu|3095176|20677162|slurm_job.slrm|FAILED|2021-06-06T03:42:41|2021-06-08T02:45:41|
rrg-bengioy-ad_gpu||20677162.batch|batch|FAILED|2021-06-06T03:42:41|2021-06-08T02:45:41|
rrg-bengioy-ad_gpu||20677162.extern|extern|COMPLETED|2021-06-06T03:42:41|2021-06-08T02:45:41|
rrg-bengioy-ad_gpu|3095176|20677163|slurm_job.slrm|FAILED|2021-06-06T04:12:41|2021-06-08T02:33:39|
rrg-bengioy-ad_gpu||20677163.batch|batch|FAILED|2021-06-06T04:12:41|2021-06-08T02:33:39|
rrg-bengioy-ad_gpu||20677163.extern|extern|COMPLETED|2021-06-06T04:12:41|2021-06-08T02:33:39|
rrg-bengioy-ad_gpu|3095176|20677164|slurm_job.slrm|FAILED|2021-06-06T04:12:41|2021-06-08T01:10:55|
rrg-bengioy-ad_gpu||20677164.batch|batch|FAILED|2021-06-06T04:12:41|2021-06-08T01:10:55|
rrg-bengioy-ad_gpu||20677164.extern|extern|COMPLETED|2021-06-06T04:12:41|2021-06-08T01:10:58|
rrg-bengioy-ad_gpu|3095176|20677165|slurm_job.slrm|FAILED|2021-06-06T04:18:40|2021-06-08T01:20:58|
rrg-bengioy-ad_gpu||20677165.batch|batch|FAILED|2021-06-06T04:18:40|2021-06-08T01:20:58|
rrg-bengioy-ad_gpu||20677165.extern|extern|COMPLETED|2021-06-06T04:18:40|2021-06-08T01:21:01|
rrg-bengioy-ad_gpu|3095176|20677166|slurm_job.slrm|FAILED|2021-06-06T04:43:01|2021-06-08T01:04:45|
rrg-bengioy-ad_gpu||20677166.batch|batch|FAILED|2021-06-06T04:43:01|2021-06-08T01:04:45|
rrg-bengioy-ad_gpu||20677166.extern|extern|COMPLETED|2021-06-06T04:43:01|2021-06-08T01:04:47|
rrg-bengioy-ad_gpu|3095176|20677167|slurm_job.slrm|FAILED|2021-06-06T04:43:01|2021-06-08T01:25:23|
rrg-bengioy-ad_gpu||20677167.batch|batch|FAILED|2021-06-06T04:43:01|2021-06-08T01:25:23|
rrg-bengioy-ad_gpu||20677167.extern|extern|COMPLETED|2021-06-06T04:43:01|2021-06-08T01:25:25|
rrg-bengioy-ad_gpu|3095176|20677168|slurm_job.slrm|FAILED|2021-06-06T04:54:56|2021-06-08T01:58:36|
rrg-bengioy-ad_gpu||20677168.batch|batch|FAILED|2021-06-06T04:54:56|2021-06-08T01:58:36|
rrg-bengioy-ad_gpu||20677168.extern|extern|COMPLETED|2021-06-06T04:54:56|2021-06-08T01:58:36|
rrg-bengioy-ad_gpu|3095176|20677169|slurm_job.slrm|FAILED|2021-06-06T05:06:46|2021-06-08T01:45:13|
rrg-bengioy-ad_gpu||20677169.batch|batch|FAILED|2021-06-06T05:06:46|2021-06-08T01:45:13|
rrg-bengioy-ad_gpu||20677169.extern|extern|COMPLETED|2021-06-06T05:06:46|2021-06-08T01:45:14|
rrg-bengioy-ad_gpu|3060080|20707452|H1Frost.sh|TIMEOUT|2021-06-07T01:17:35|2021-06-08T00:18:05|
rrg-bengioy-ad_gpu||20707452.batch|batch|CANCELLED|2021-06-07T01:17:35|2021-06-08T00:18:13|
rrg-bengioy-ad_gpu||20707452.extern|extern|COMPLETED|2021-06-07T01:17:35|2021-06-08T00:18:05|
rrg-bengioy-ad_gpu|3060080|20707455|H2Frost.sh|TIMEOUT|2021-06-07T01:23:35|2021-06-08T00:23:40|
rrg-bengioy-ad_gpu||20707455.batch|batch|CANCELLED|2021-06-07T01:23:35|2021-06-08T00:23:51|
rrg-bengioy-ad_gpu||20707455.extern|extern|COMPLETED|2021-06-07T01:23:35|2021-06-08T00:23:40|
rrg-bengioy-ad_gpu|3060080|20707456|D1Frost.sh|TIMEOUT|2021-06-07T01:30:49|2021-06-08T00:30:59|
rrg-bengioy-ad_gpu||20707456.batch|batch|CANCELLED|2021-06-07T01:30:49|2021-06-08T00:31:09|
rrg-bengioy-ad_gpu||20707456.extern|extern|COMPLETED|2021-06-07T01:30:49|2021-06-08T00:31:04|
rrg-bengioy-ad_gpu|3060080|20707467|H3Frost.sh|TIMEOUT|2021-06-07T01:36:49|2021-06-08T00:37:09|
rrg-bengioy-ad_gpu||20707467.batch|batch|CANCELLED|2021-06-07T01:36:49|2021-06-08T00:37:16|
rrg-bengioy-ad_gpu||20707467.extern|extern|COMPLETED|2021-06-07T01:36:49|2021-06-08T00:37:09|
rrg-bengioy-ad_gpu|3060080|20707470|D3Seaquest.sh|TIMEOUT|2021-06-07T01:36:49|2021-06-08T00:37:09|
rrg-bengioy-ad_gpu||20707470.batch|batch|CANCELLED|2021-06-07T01:36:49|2021-06-08T00:37:16|
rrg-bengioy-ad_gpu||20707470.extern|extern|COMPLETED|2021-06-07T01:36:49|2021-06-08T00:37:11|
rrg-bengioy-ad_gpu|3060080|20707473|D1Seaquest.sh|TIMEOUT|2021-06-07T01:43:04|2021-06-08T00:44:04|
rrg-bengioy-ad_gpu||20707473.batch|batch|CANCELLED|2021-06-07T01:43:04|2021-06-08T00:44:12|
rrg-bengioy-ad_gpu||20707473.extern|extern|COMPLETED|2021-06-07T01:43:04|2021-06-08T00:44:06|
rrg-bengioy-ad_gpu|3060080|20707474|D2Seaquest.sh|TIMEOUT|2021-06-07T01:43:04|2021-06-08T00:44:04|
rrg-bengioy-ad_gpu||20707474.batch|batch|CANCELLED|2021-06-07T01:43:04|2021-06-08T00:44:12|
rrg-bengioy-ad_gpu||20707474.extern|extern|COMPLETED|2021-06-07T01:43:04|2021-06-08T00:44:07|
rrg-bengioy-ad_gpu|3060080|20707475|HDQN1Tut.sh|TIMEOUT|2021-06-07T01:49:03|2021-06-08T00:49:09|
rrg-bengioy-ad_gpu||20707475.batch|batch|CANCELLED|2021-06-07T01:49:03|2021-06-08T00:49:17|
rrg-bengioy-ad_gpu||20707475.extern|extern|COMPLETED|2021-06-07T01:49:03|2021-06-08T00:49:09|
rrg-bengioy-ad_gpu|3060080|20707478|DQN1Tut.sh|TIMEOUT|2021-06-07T01:49:03|2021-06-08T00:49:09|
rrg-bengioy-ad_gpu||20707478.batch|batch|CANCELLED|2021-06-07T01:49:03|2021-06-08T00:49:10|
rrg-bengioy-ad_gpu||20707478.extern|extern|COMPLETED|2021-06-07T01:49:03|2021-06-08T00:49:09|
rrg-bengioy-ad_gpu|3060080|20707481|HDQN3Tut.sh|TIMEOUT|2021-06-07T01:55:03|2021-06-08T00:55:12|
rrg-bengioy-ad_gpu||20707481.batch|batch|CANCELLED|2021-06-07T01:55:03|2021-06-08T00:55:20|
rrg-bengioy-ad_gpu||20707481.extern|extern|COMPLETED|2021-06-07T01:55:03|2021-06-08T00:55:13|
rrg-bengioy-ad_gpu|3060080|20707482|DQN3Tut.sh|TIMEOUT|2021-06-07T01:55:03|2021-06-08T00:55:12|
rrg-bengioy-ad_gpu||20707482.batch|batch|CANCELLED|2021-06-07T01:55:03|2021-06-08T00:55:20|
rrg-bengioy-ad_gpu||20707482.extern|extern|COMPLETED|2021-06-07T01:55:03|2021-06-08T00:55:13|
rrg-bengioy-ad_gpu|3060080|20707485|HDQN2Tut.sh|TIMEOUT|2021-06-07T01:55:03|2021-06-08T00:55:12|
rrg-bengioy-ad_gpu||20707485.batch|batch|CANCELLED|2021-06-07T01:55:03|2021-06-08T00:55:15|
rrg-bengioy-ad_gpu||20707485.extern|extern|COMPLETED|2021-06-07T01:55:03|2021-06-08T00:55:12|
rrg-bengioy-ad_gpu|3060080|20707486|DQN2Tut.sh|TIMEOUT|2021-06-07T01:55:03|2021-06-08T00:55:12|
rrg-bengioy-ad_gpu||20707486.batch|batch|CANCELLED|2021-06-07T01:55:03|2021-06-08T00:55:20|
rrg-bengioy-ad_gpu||20707486.extern|extern|COMPLETED|2021-06-07T01:55:03|2021-06-08T00:55:13|
rrg-bengioy-ad_gpu|3060080|20707487|D1PrivEye.sh|TIMEOUT|2021-06-07T01:55:03|2021-06-08T00:55:12|
rrg-bengioy-ad_gpu||20707487.batch|batch|CANCELLED|2021-06-07T01:55:03|2021-06-08T00:55:20|
rrg-bengioy-ad_gpu||20707487.extern|extern|COMPLETED|2021-06-07T01:55:03|2021-06-08T00:55:12|
rrg-bengioy-ad_gpu|3060080|20707488|D3PrivEye.sh|TIMEOUT|2021-06-07T01:55:03|2021-06-08T00:55:12|
rrg-bengioy-ad_gpu||20707488.batch|batch|CANCELLED|2021-06-07T01:55:03|2021-06-08T00:55:20|
rrg-bengioy-ad_gpu||20707488.extern|extern|COMPLETED|2021-06-07T01:55:03|2021-06-08T00:55:13|
rrg-bengioy-ad_gpu|3060080|20707491|D2PrivEye.sh|TIMEOUT|2021-06-07T02:01:03|2021-06-08T01:01:19|
rrg-bengioy-ad_gpu||20707491.batch|batch|CANCELLED|2021-06-07T02:01:03|2021-06-08T01:01:30|
rrg-bengioy-ad_gpu||20707491.extern|extern|COMPLETED|2021-06-07T02:01:03|2021-06-08T01:01:23|
rrg-bengioy-ad_gpu|3060080|20707492|H1PrivEye.sh|TIMEOUT|2021-06-07T02:01:03|2021-06-08T01:01:19|
rrg-bengioy-ad_gpu||20707492.batch|batch|CANCELLED|2021-06-07T02:01:03|2021-06-08T01:01:27|
rrg-bengioy-ad_gpu||20707492.extern|extern|COMPLETED|2021-06-07T02:01:03|2021-06-08T01:01:19|
rrg-bengioy-ad_gpu|3060080|20707495|H2PrivEye.sh|TIMEOUT|2021-06-07T02:01:03|2021-06-08T01:01:19|
rrg-bengioy-ad_gpu||20707495.batch|batch|CANCELLED|2021-06-07T02:01:03|2021-06-08T01:01:36|
rrg-bengioy-ad_gpu||20707495.extern|extern|COMPLETED|2021-06-07T02:01:03|2021-06-08T01:01:19|
rrg-bengioy-ad_gpu|3060080|20707498|H3PrivEye.sh|TIMEOUT|2021-06-07T02:01:03|2021-06-08T01:01:19|
rrg-bengioy-ad_gpu||20707498.batch|batch|CANCELLED|2021-06-07T02:01:03|2021-06-08T01:01:27|
rrg-bengioy-ad_gpu||20707498.extern|extern|COMPLETED|2021-06-07T02:01:03|2021-06-08T01:01:20|
rrg-bengioy-ad_gpu|3060080|20707499|H2Yars.sh|TIMEOUT|2021-06-07T02:07:04|2021-06-08T01:08:44|
rrg-bengioy-ad_gpu||20707499.batch|batch|CANCELLED|2021-06-07T02:07:04|2021-06-08T01:08:53|
rrg-bengioy-ad_gpu||20707499.extern|extern|COMPLETED|2021-06-07T02:07:04|2021-06-08T01:08:45|
rrg-bengioy-ad_gpu|3060080|20707500|D2Yars.sh|TIMEOUT|2021-06-07T02:13:03|2021-06-08T01:13:23|
rrg-bengioy-ad_gpu||20707500.batch|batch|CANCELLED|2021-06-07T02:13:03|2021-06-08T01:13:32|
rrg-bengioy-ad_gpu||20707500.extern|extern|COMPLETED|2021-06-07T02:13:03|2021-06-08T01:13:25|
rrg-bengioy-ad_gpu|3060080|20707503|H3Yars.sh|TIMEOUT|2021-06-07T02:25:03|2021-06-08T01:25:30|
rrg-bengioy-ad_gpu||20707503.batch|batch|CANCELLED|2021-06-07T02:25:03|2021-06-08T01:25:37|
rrg-bengioy-ad_gpu||20707503.extern|extern|COMPLETED|2021-06-07T02:25:03|2021-06-08T01:25:30|
rrg-bengioy-ad_gpu|3060080|20707505|D3Yars.sh|TIMEOUT|2021-06-07T02:25:03|2021-06-08T01:25:30|
rrg-bengioy-ad_gpu||20707505.batch|batch|CANCELLED|2021-06-07T02:25:03|2021-06-08T01:25:37|
rrg-bengioy-ad_gpu||20707505.extern|extern|COMPLETED|2021-06-07T02:25:03|2021-06-08T01:25:30|
rrg-bengioy-ad_gpu|3060080|20707508|D1Yars.sh|TIMEOUT|2021-06-07T02:25:03|2021-06-08T01:25:30|
rrg-bengioy-ad_gpu||20707508.batch|batch|CANCELLED|2021-06-07T02:25:03|2021-06-08T01:25:37|
rrg-bengioy-ad_gpu||20707508.extern|extern|COMPLETED|2021-06-07T02:25:03|2021-06-08T01:25:30|
rrg-bengioy-ad_gpu|3060080|20707509|H1Yars.sh|TIMEOUT|2021-06-07T02:31:03|2021-06-08T01:31:09|
rrg-bengioy-ad_gpu||20707509.batch|batch|CANCELLED|2021-06-07T02:31:03|2021-06-08T01:31:16|
rrg-bengioy-ad_gpu||20707509.extern|extern|COMPLETED|2021-06-07T02:31:03|2021-06-08T01:31:09|
rrg-bengioy-ad_gpu|3060080|20707510|H2Boxing.sh|TIMEOUT|2021-06-07T02:31:03|2021-06-08T01:31:09|
rrg-bengioy-ad_gpu||20707510.batch|batch|CANCELLED|2021-06-07T02:31:03|2021-06-08T01:31:16|
rrg-bengioy-ad_gpu||20707510.extern|extern|COMPLETED|2021-06-07T02:31:03|2021-06-08T01:31:09|
rrg-bengioy-ad_gpu|3060080|20707515|F3Boxing.sh|RUNNING|2021-06-07T08:03:17|Unknown|
rrg-bengioy-ad_gpu||20707515.batch|batch|RUNNING|2021-06-07T08:03:17|Unknown|
rrg-bengioy-ad_gpu||20707515.extern|extern|RUNNING|2021-06-07T08:03:17|Unknown|
rrg-bengioy-ad_gpu|3060080|20707517|H3Boxing.sh|TIMEOUT|2021-06-07T02:37:02|2021-06-08T01:37:18|
rrg-bengioy-ad_gpu||20707517.batch|batch|CANCELLED|2021-06-07T02:37:02|2021-06-08T01:37:25|
rrg-bengioy-ad_gpu||20707517.extern|extern|COMPLETED|2021-06-07T02:37:02|2021-06-08T01:37:18|
rrg-bengioy-ad_gpu|3060080|20707524|F1Boxing.sh|COMPLETED|2021-06-07T08:21:16|2021-06-08T10:09:44|
rrg-bengioy-ad_gpu||20707524.batch|batch|COMPLETED|2021-06-07T08:21:16|2021-06-08T10:09:50|
rrg-bengioy-ad_gpu||20707524.extern|extern|COMPLETED|2021-06-07T08:21:16|2021-06-08T10:09:45|
rrg-bengioy-ad_gpu|3074329|20720238|run.sh|RUNNING|2021-06-07T06:03:16|Unknown|
rrg-bengioy-ad_gpu||20720238.batch|batch|RUNNING|2021-06-07T06:03:16|Unknown|
rrg-bengioy-ad_gpu||20720238.extern|extern|RUNNING|2021-06-07T06:03:16|Unknown|
rrg-bengioy-ad_gpu|3100539|20720255|run.sh|RUNNING|2021-06-07T03:25:02|Unknown|
rrg-bengioy-ad_gpu||20720255.batch|batch|RUNNING|2021-06-07T03:25:02|Unknown|
rrg-bengioy-ad_gpu||20720255.extern|extern|RUNNING|2021-06-07T03:25:02|Unknown|
rrg-bengioy-ad_gpu|3063744|20725211_1|exp_1024_both_eye.sh|RUNNING|2021-06-07T05:57:15|Unknown|
rrg-bengioy-ad_gpu||20725211_1.batch|batch|RUNNING|2021-06-07T05:57:15|Unknown|
rrg-bengioy-ad_gpu||20725211_1.extern|extern|RUNNING|2021-06-07T05:57:15|Unknown|
rrg-bengioy-ad_gpu|3063744|20725211_2|exp_1024_both_eye.sh|RUNNING|2021-06-07T05:57:15|Unknown|
rrg-bengioy-ad_gpu||20725211_2.batch|batch|RUNNING|2021-06-07T05:57:15|Unknown|
rrg-bengioy-ad_gpu||20725211_2.extern|extern|RUNNING|2021-06-07T05:57:15|Unknown|
rrg-bengioy-ad_gpu|3063744|20725211_3|exp_1024_both_eye.sh|RUNNING|2021-06-07T06:03:14|Unknown|
rrg-bengioy-ad_gpu||20725211_3.batch|batch|RUNNING|2021-06-07T06:03:14|Unknown|
rrg-bengioy-ad_gpu||20725211_3.extern|extern|RUNNING|2021-06-07T06:03:14|Unknown|
rrg-bengioy-ad_gpu|3063744|20725211_4|exp_1024_both_eye.sh|RUNNING|2021-06-07T06:21:14|Unknown|
rrg-bengioy-ad_gpu||20725211_4.batch|batch|RUNNING|2021-06-07T06:21:14|Unknown|
rrg-bengioy-ad_gpu||20725211_4.extern|extern|RUNNING|2021-06-07T06:21:14|Unknown|
rrg-bengioy-ad_gpu|3063744|20725211_5|exp_1024_both_eye.sh|RUNNING|2021-06-07T06:33:14|Unknown|
rrg-bengioy-ad_gpu||20725211_5.batch|batch|RUNNING|2021-06-07T06:33:14|Unknown|
rrg-bengioy-ad_gpu||20725211_5.extern|extern|RUNNING|2021-06-07T06:33:14|Unknown|
rrg-bengioy-ad_gpu|3063744|20725211_6|exp_1024_both_eye.sh|RUNNING|2021-06-07T06:39:14|Unknown|
rrg-bengioy-ad_gpu||20725211_6.batch|batch|RUNNING|2021-06-07T06:39:14|Unknown|
rrg-bengioy-ad_gpu||20725211_6.extern|extern|RUNNING|2021-06-07T06:39:14|Unknown|
rrg-bengioy-ad_gpu|3063744|20725211_7|exp_1024_both_eye.sh|RUNNING|2021-06-07T06:45:19|Unknown|
rrg-bengioy-ad_gpu||20725211_7.batch|batch|RUNNING|2021-06-07T06:45:19|Unknown|
rrg-bengioy-ad_gpu||20725211_7.extern|extern|RUNNING|2021-06-07T06:45:19|Unknown|
rrg-bengioy-ad_gpu|3063744|20725211_8|exp_1024_both_eye.sh|RUNNING|2021-06-07T06:51:19|Unknown|
rrg-bengioy-ad_gpu||20725211_8.batch|batch|RUNNING|2021-06-07T06:51:19|Unknown|
rrg-bengioy-ad_gpu||20725211_8.extern|extern|RUNNING|2021-06-07T06:51:19|Unknown|
rrg-bengioy-ad_gpu|3063744|20725211_9|exp_1024_both_eye.sh|RUNNING|2021-06-07T07:03:19|Unknown|
rrg-bengioy-ad_gpu||20725211_9.batch|batch|RUNNING|2021-06-07T07:03:19|Unknown|
rrg-bengioy-ad_gpu||20725211_9.extern|extern|RUNNING|2021-06-07T07:03:19|Unknown|
rrg-bengioy-ad_gpu|3063744|20725211_10|exp_1024_both_eye.sh|RUNNING|2021-06-07T07:15:19|Unknown|
rrg-bengioy-ad_gpu||20725211_10.batch|batch|RUNNING|2021-06-07T07:15:19|Unknown|
rrg-bengioy-ad_gpu||20725211_10.extern|extern|RUNNING|2021-06-07T07:15:19|Unknown|
rrg-bengioy-ad_gpu|3063744|20725211_12|exp_1024_both_eye.sh|RUNNING|2021-06-07T07:21:19|Unknown|
rrg-bengioy-ad_gpu||20725211_12.batch|batch|RUNNING|2021-06-07T07:21:19|Unknown|
rrg-bengioy-ad_gpu||20725211_12.extern|extern|RUNNING|2021-06-07T07:21:19|Unknown|
rrg-bengioy-ad_gpu|3063744|20725211_13|exp_1024_both_eye.sh|RUNNING|2021-06-07T07:21:19|Unknown|
rrg-bengioy-ad_gpu||20725211_13.batch|batch|RUNNING|2021-06-07T07:21:19|Unknown|
rrg-bengioy-ad_gpu||20725211_13.extern|extern|RUNNING|2021-06-07T07:21:19|Unknown|
def-bengioy_gpu|3090897|20726639_3|run_fine_tuning_model.sh|COMPLETED|2021-06-07T22:48:11|2021-06-08T00:19:31|
def-bengioy_gpu||20726639_3.batch|batch|COMPLETED|2021-06-07T22:48:11|2021-06-08T00:19:31|
def-bengioy_gpu||20726639_3.extern|extern|COMPLETED|2021-06-07T22:48:11|2021-06-08T00:19:31|
def-bengioy_gpu|3090897|20726639_4|run_fine_tuning_model.sh|COMPLETED|2021-06-08T00:26:01|2021-06-08T01:58:16|
def-bengioy_gpu||20726639_4.batch|batch|COMPLETED|2021-06-08T00:26:01|2021-06-08T01:58:16|
def-bengioy_gpu||20726639_4.extern|extern|COMPLETED|2021-06-08T00:26:01|2021-06-08T01:58:16|
def-bengioy_gpu|3090897|20726640_3|run_fine_tuning_model.sh|COMPLETED|2021-06-07T22:48:11|2021-06-08T00:23:12|
def-bengioy_gpu||20726640_3.batch|batch|COMPLETED|2021-06-07T22:48:11|2021-06-08T00:23:12|
def-bengioy_gpu||20726640_3.extern|extern|COMPLETED|2021-06-07T22:48:11|2021-06-08T00:23:13|
def-bengioy_gpu|3090897|20726640_4|run_fine_tuning_model.sh|COMPLETED|2021-06-08T00:26:01|2021-06-08T01:53:04|
def-bengioy_gpu||20726640_4.batch|batch|COMPLETED|2021-06-08T00:26:01|2021-06-08T01:53:04|
def-bengioy_gpu||20726640_4.extern|extern|COMPLETED|2021-06-08T00:26:01|2021-06-08T01:53:04|
def-bengioy_gpu|3090897|20726641_3|run_fine_tuning_model.sh|COMPLETED|2021-06-07T22:48:11|2021-06-08T00:18:48|
def-bengioy_gpu||20726641_3.batch|batch|COMPLETED|2021-06-07T22:48:11|2021-06-08T00:18:48|
def-bengioy_gpu||20726641_3.extern|extern|COMPLETED|2021-06-07T22:48:11|2021-06-08T00:18:48|
def-bengioy_gpu|3090897|20726641_4|run_fine_tuning_model.sh|COMPLETED|2021-06-08T00:26:01|2021-06-08T01:53:26|
def-bengioy_gpu||20726641_4.batch|batch|COMPLETED|2021-06-08T00:26:01|2021-06-08T01:53:26|
def-bengioy_gpu||20726641_4.extern|extern|COMPLETED|2021-06-08T00:26:01|2021-06-08T01:53:26|
def-bengioy_gpu|3090897|20726642_3|run_fine_tuning_model.sh|COMPLETED|2021-06-07T22:48:11|2021-06-08T00:17:24|
def-bengioy_gpu||20726642_3.batch|batch|COMPLETED|2021-06-07T22:48:11|2021-06-08T00:17:24|
def-bengioy_gpu||20726642_3.extern|extern|COMPLETED|2021-06-07T22:48:11|2021-06-08T00:17:24|
